Country,Region,Cluster,State,Branch Code,Branch Name,Sales Head,Employee ID,Employee Name,Designation,Month,Product Category,Product Subcategory,Product,Target Units,Actual Units,Target Sales Value (INR),Actual Sales Value (INR),Achievement %,Leads Generated,Conversions,Conversion Rate %,Customer Calls,Customer Meetings,Average Ticket Size (INR),Estimated Revenue (INR),Estimated Incentive (INR),Quality Score %,Attrition Flag,Variance to Target (INR),Sales per Call (INR),Sales per Meeting (INR),Lead-to-Conversion %,Target Status
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0068,Employee 068,Relationship Manager,Jan-2026,Loans,Retail Lending,Auto Loan,5,4,"1,455,343.17","1,345,073.34",92.42,24,7,29.17,84,39,"336,268.34","121,056.60","7,193.65",78.07,No,"-110,269.83","16,012.78","34,489.06",0.29,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0068,Employee 068,Relationship Manager,Feb-2026,CASA,Accounts,Savings Account,30,39,"1,303,669.25","1,844,739.24",141.50,156,22,14.10,141,32,"47,301.01","147,579.14","8,709.61",97.65,No,"541,069.99","13,083.26","57,648.10",0.14,Achieved
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0068,Employee 068,Relationship Manager,Mar-2026,Investments,Investments,Fixed Deposit,16,19,"3,256,575.29","3,715,570.06",114.09,76,21,27.63,156,20,"195,556.32","260,089.90","21,054.91",88.59,No,"458,994.77","23,817.76","185,778.50",0.28,Achieved
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0068,Employee 068,Relationship Manager,Apr-2026,CASA,Accounts,Savings Account,32,22,"1,130,176.98","737,640.83",65.27,110,34,30.91,147,40,"33,529.13","59,011.27","2,658.77",93.03,No,"-392,536.15","5,017.96","18,441.02",0.31,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0068,Employee 068,Relationship Manager,May-2026,Cards,Cards,Debit Card,34,40,"330,356.55","418,778.66",126.77,120,41,34.17,98,22,"10,469.47","16,751.15","1,351.20",92.13,No,"88,422.11","4,273.25","19,035.39",0.34,Achieved
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0068,Employee 068,Relationship Manager,Jun-2026,Investments,Investments,Recurring Deposit,19,12,"796,489.16","487,973.59",61.27,60,12,20.00,110,25,"40,664.47","29,278.42","2,359.80",95.04,No,"-308,515.57","4,436.12","19,518.94",0.20,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0069,Employee 069,Sales Officer,Jan-2026,Loans,Retail Lending,Auto Loan,5,8,"1,757,780.31","3,037,727.94",172.82,48,16,33.33,168,28,"379,715.99","273,395.51","21,942.94",89.85,No,"1,279,947.63","18,081.71","108,490.28",0.33,Achieved
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0069,Employee 069,Sales Officer,Feb-2026,CASA,Accounts,Savings Account,36,28,"1,130,268.36","877,961.80",77.68,140,47,33.57,84,22,"31,355.78","70,236.94","5,739.15",85.03,No,"-252,306.56","10,451.93","39,907.35",0.34,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0069,Employee 069,Sales Officer,Mar-2026,Insurance,Insurance,General Insurance,8,7,"417,011.28","410,024.63",98.32,21,5,23.81,140,43,"58,574.95","57,403.45","2,410.72",88.92,No,"-6,986.65","2,928.75","9,535.46",0.24,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0069,Employee 069,Sales Officer,Apr-2026,Insurance,Insurance,General Insurance,10,9,"462,874.46","434,378.38",93.84,27,5,18.52,91,49,"48,264.26","60,812.97","5,698.38",87.26,No,"-28,496.08","4,773.39","8,864.86",0.19,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0069,Employee 069,Sales Officer,May-2026,CASA,Accounts,Savings Account,30,26,"1,355,096.67","1,251,775.47",92.38,104,26,25.00,172,39,"48,145.21","100,142.04","6,620.96",83.22,Yes,"-103,321.20","7,277.76","32,096.81",0.25,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0069,Employee 069,Sales Officer,Jun-2026,Loans,Retail Lending,Personal Loan,8,5,"5,060,252.08","3,503,065.80",69.23,20,6,30.00,98,47,"700,613.16","385,337.24","32,153.21",85.14,Yes,"-1,557,186.27","35,745.57","74,533.31",0.30,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0070,Employee 070,Sales Officer,Jan-2026,Insurance,Insurance,Life Insurance,6,4,"751,246.00","574,516.34",76.48,16,2,12.50,169,20,"143,629.09","103,412.94","4,806.81",82.44,No,"-176,729.66","3,399.50","28,725.82",0.12,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0070,Employee 070,Sales Officer,Feb-2026,CASA,Accounts,Current Account,11,14,"2,458,137.56","3,341,413.10",135.93,56,18,32.14,87,37,"238,672.36","334,141.31","26,829.96",84.86,No,"883,275.55","38,407.05","90,308.46",0.32,Achieved
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0070,Employee 070,Sales Officer,Mar-2026,CASA,Accounts,Current Account,11,11,"2,865,171.96","3,219,833.94",112.38,44,13,29.55,137,43,"292,712.18","321,983.39","26,525.74",87.84,No,"354,661.98","23,502.44","74,879.86",0.30,Achieved
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0070,Employee 070,Sales Officer,Apr-2026,Investments,Investments,Recurring Deposit,15,16,"598,837.76","697,635.50",116.50,80,9,11.25,134,38,"43,602.22","41,858.13","3,024.46",87.16,No,"98,797.73","5,206.24","18,358.83",0.11,Achieved
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0070,Employee 070,Sales Officer,May-2026,Cards,Cards,Credit Card,17,9,"866,754.06","519,295.05",59.91,54,16,29.63,110,48,"57,699.45","62,315.41","5,633.30",91.30,No,"-347,459.01","4,720.86","10,818.65",0.30,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0070,Employee 070,Sales Officer,Jun-2026,CASA,Accounts,Current Account,11,8,"2,248,215.13","1,748,200.21",77.76,32,9,28.12,88,48,"218,525.03","174,820.02","16,531.99",80.59,No,"-500,014.92","19,865.91","36,420.84",0.28,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0071,Employee 071,Relationship Manager,Jan-2026,Cards,Cards,Credit Card,16,18,"995,564.58","1,030,330.47",103.49,108,15,13.89,169,24,"57,240.58","123,639.66","8,673.07",85.11,No,"34,765.89","6,096.63","42,930.44",0.14,Achieved
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0071,Employee 071,Relationship Manager,Feb-2026,Investments,Investments,Recurring Deposit,16,15,"655,683.39","613,285.07",93.53,90,26,28.89,85,21,"40,885.67","36,797.10","2,779.41",89.48,No,"-42,398.32","7,215.12","29,204.05",0.29,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0071,Employee 071,Relationship Manager,Mar-2026,CASA,Accounts,Current Account,13,13,"2,679,601.92","2,781,528.38",103.80,52,7,13.46,127,20,"213,963.72","278,152.84","24,362.77",74.22,No,"101,926.46","21,901.80","139,076.42",0.13,Achieved
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0071,Employee 071,Relationship Manager,Apr-2026,CASA,Accounts,Savings Account,31,28,"1,161,198.41","1,144,106.44",98.53,84,19,22.62,166,30,"40,860.94","91,528.52","9,049.92",87.13,No,"-17,091.97","6,892.21","38,136.88",0.23,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0071,Employee 071,Relationship Manager,May-2026,Investments,Investments,Fixed Deposit,15,17,"2,955,254.24","3,437,492.39",116.32,85,27,31.76,101,45,"202,205.43","240,624.47","21,294.33",97.10,No,"482,238.16","34,034.58","76,388.72",0.32,Achieved
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0071,Employee 071,Relationship Manager,Jun-2026,CASA,Accounts,Savings Account,39,57,"1,242,900.50","1,949,059.74",156.82,228,70,30.70,129,31,"34,194.03","155,924.78","10,222.41",92.77,Yes,"706,159.25","15,108.99","62,872.89",0.31,Achieved
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0072,Employee 072,Relationship Manager,Jan-2026,Loans,Retail Lending,Personal Loan,10,12,"4,314,377.68","5,952,979.14",137.98,36,5,13.89,128,16,"496,081.60","654,827.71","41,053.42",99.72,No,"1,638,601.46","46,507.65","372,061.20",0.14,Achieved
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0072,Employee 072,Relationship Manager,Feb-2026,Insurance,Insurance,General Insurance,8,5,"464,824.72","318,431.58",68.51,20,3,15.00,157,47,"63,686.32","44,580.42","2,023.31",96.03,Yes,"-146,393.14","2,028.23","6,775.14",0.15,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0072,Employee 072,Relationship Manager,Mar-2026,CASA,Accounts,Current Account,13,8,"2,382,129.22","1,407,999.36",59.11,32,10,31.25,109,25,"175,999.92","140,799.94","7,661.37",83.94,No,"-974,129.87","12,917.43","56,319.97",0.31,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0072,Employee 072,Relationship Manager,Apr-2026,Insurance,Insurance,Life Insurance,7,5,"637,265.40","527,692.55",82.81,15,2,13.33,151,34,"105,538.51","94,984.66","7,122.68",95.48,No,"-109,572.84","3,494.65","15,520.37",0.13,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0072,Employee 072,Relationship Manager,May-2026,Investments,Investments,Mutual Fund,8,4,"2,026,372.34","1,230,860.63",60.74,16,2,12.50,118,32,"307,715.16","123,086.06","11,048.59",86.63,No,"-795,511.71","10,431.02","38,464.39",0.12,Below Target
India,West,Gujarat Cluster,Gujarat,GJ001,Ahmedabad CG Road,Riya Patel,EMP0072,Employee 072,Relationship Manager,Jun-2026,CASA,Accounts,Savings Account,37,38,"1,312,250.42","1,316,188.27",100.30,190,57,30.00,95,49,"34,636.53","105,295.06","10,439.59",93.95,No,"3,937.85","13,854.61","26,860.99",0.30,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0073,Employee 073,Relationship Manager,Jan-2026,Loans,Retail Lending,Home Loan,3,3,"7,355,721.82","7,985,401.28",108.56,18,3,16.67,141,43,"2,661,800.43","638,832.10","43,346.19",90.66,No,"629,679.46","56,634.05","185,707.01",0.17,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0073,Employee 073,Relationship Manager,Feb-2026,Loans,Retail Lending,Home Loan,4,4,"7,745,364.19","8,510,314.01",109.88,16,2,12.50,153,17,"2,127,578.50","680,825.12","66,745.56",82.84,No,"764,949.82","55,622.97","500,606.71",0.12,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0073,Employee 073,Relationship Manager,Mar-2026,Investments,Investments,Recurring Deposit,16,20,"797,041.44","1,048,987.25",131.61,80,14,17.50,167,40,"52,449.36","62,939.24","4,447.18",91.18,No,"251,945.81","6,281.36","26,224.68",0.18,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0073,Employee 073,Relationship Manager,Apr-2026,Insurance,Insurance,Life Insurance,7,8,"710,638.70","785,785.81",110.57,40,13,32.50,124,26,"98,223.23","141,441.45","11,605.55",79.69,No,"75,147.11","6,336.98","30,222.53",0.32,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0073,Employee 073,Relationship Manager,May-2026,Loans,Retail Lending,Personal Loan,8,10,"5,036,486.38","6,106,604.57",121.25,60,18,30.00,163,21,"610,660.46","671,726.50","49,257.59",78.67,No,"1,070,118.19","37,463.83","290,790.69",0.30,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0073,Employee 073,Relationship Manager,Jun-2026,Loans,Retail Lending,Home Loan,3,3,"8,322,383.66","8,809,372.64",105.85,15,4,26.67,78,29,"2,936,457.55","704,749.81","34,133.03",91.00,No,"486,988.98","112,940.67","303,771.47",0.27,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0074,Employee 074,Sales Officer,Jan-2026,Insurance,Insurance,Life Insurance,7,8,"735,054.76","839,859.58",114.26,32,5,15.62,79,26,"104,982.45","151,174.72","7,796.42",74.86,No,"104,804.82","10,631.13","32,302.29",0.16,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0074,Employee 074,Sales Officer,Feb-2026,CASA,Accounts,Current Account,12,10,"2,548,312.44","2,361,019.08",92.65,30,8,26.67,154,36,"236,101.91","236,101.91","22,170.28",83.07,No,"-187,293.36","15,331.29","65,583.86",0.27,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0074,Employee 074,Sales Officer,Mar-2026,Loans,Retail Lending,Personal Loan,10,10,"4,084,231.55","4,301,612.79",105.32,50,6,12.00,81,23,"430,161.28","473,177.41","30,507.35",88.87,No,"217,381.24","53,106.33","187,026.64",0.12,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0074,Employee 074,Sales Officer,Apr-2026,Investments,Investments,Mutual Fund,8,5,"1,630,319.56","967,149.85",59.32,30,7,23.33,123,35,"193,429.97","96,714.98","8,540.61",88.63,No,"-663,169.71","7,863.01","27,632.85",0.23,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0074,Employee 074,Sales Officer,May-2026,Cards,Cards,Debit Card,28,26,"373,593.11","374,241.11",100.17,78,17,21.79,113,24,"14,393.89","14,969.64","1,425.59",94.03,No,648.00,"3,311.87","15,593.38",0.22,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0074,Employee 074,Sales Officer,Jun-2026,CASA,Accounts,Savings Account,33,28,"1,262,192.16","1,038,628.98",82.29,112,29,25.89,108,38,"37,093.89","83,090.32","5,693.61",89.18,No,"-223,563.18","9,616.93","27,332.34",0.26,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0075,Employee 075,Relationship Manager,Jan-2026,Loans,Retail Lending,Home Loan,3,2,"8,512,524.20","7,875,105.16",92.51,12,4,33.33,94,25,"3,937,552.58","630,008.41","55,135.90",92.43,No,"-637,419.04","83,777.71","315,004.21",0.33,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0075,Employee 075,Relationship Manager,Feb-2026,Insurance,Insurance,Life Insurance,7,6,"650,105.76","627,277.42",96.49,24,6,25.00,120,32,"104,546.24","112,909.94","6,768.45",83.95,No,"-22,828.34","5,227.31","19,602.42",0.25,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0075,Employee 075,Relationship Manager,Mar-2026,Investments,Investments,Mutual Fund,9,7,"1,999,020.80","1,770,157.99",88.55,21,5,23.81,109,39,"252,879.71","177,015.80","10,109.79",78.12,No,"-228,862.80","16,239.98","45,388.67",0.24,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0075,Employee 075,Relationship Manager,Apr-2026,Loans,Retail Lending,Auto Loan,5,3,"1,441,484.42","1,020,891.18",70.82,12,1,8.33,77,32,"340,297.06","91,880.21","8,707.31",83.48,No,"-420,593.24","13,258.33","31,902.85",0.08,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0075,Employee 075,Relationship Manager,May-2026,Cards,Cards,Credit Card,19,15,"915,988.90","741,753.93",80.98,90,29,32.22,177,42,"49,450.26","89,010.47","6,406.05",79.39,No,"-174,234.97","4,190.70","17,660.81",0.32,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0075,Employee 075,Relationship Manager,Jun-2026,Investments,Investments,Mutual Fund,9,9,"1,840,859.24","1,803,404.13",97.97,54,15,27.78,142,46,"200,378.24","180,340.41","8,951.31",84.22,No,"-37,455.11","12,700.03","39,204.44",0.28,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0076,Employee 076,Sales Officer,Jan-2026,Loans,Retail Lending,Home Loan,3,2,"7,739,577.12","6,382,053.29",82.46,12,2,16.67,168,29,"3,191,026.65","510,564.26","26,060.57",90.23,No,"-1,357,523.82","37,988.41","220,070.80",0.17,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0076,Employee 076,Sales Officer,Feb-2026,CASA,Accounts,Savings Account,39,45,"1,378,383.95","1,591,538.68",115.46,135,20,14.81,160,27,"35,367.53","127,323.09","6,088.74",81.08,No,"213,154.73","9,947.12","58,945.88",0.15,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0076,Employee 076,Sales Officer,Mar-2026,Loans,Retail Lending,Home Loan,3,3,"7,247,381.89","7,781,436.94",107.37,18,5,27.78,161,23,"2,593,812.31","622,514.96","45,008.94",91.06,Yes,"534,055.05","48,331.91","338,323.35",0.28,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0076,Employee 076,Sales Officer,Apr-2026,Cards,Cards,Credit Card,20,15,"815,471.49","623,205.97",76.42,45,12,26.67,147,25,"41,547.06","74,784.72","7,201.09",90.03,No,"-192,265.52","4,239.50","24,928.24",0.27,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0076,Employee 076,Sales Officer,May-2026,CASA,Accounts,Savings Account,39,44,"1,379,106.53","1,425,446.10",103.36,220,63,28.64,74,43,"32,396.50","114,035.69","7,210.86",79.23,No,"46,339.57","19,262.79","33,149.91",0.29,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0076,Employee 076,Sales Officer,Jun-2026,Investments,Investments,Mutual Fund,7,6,"1,659,067.85","1,645,428.58",99.18,18,5,27.78,87,49,"274,238.10","164,542.86","11,938.31",85.39,No,"-13,639.27","18,912.97","33,580.18",0.28,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0077,Employee 077,Sales Officer,Jan-2026,Loans,Retail Lending,Home Loan,3,2,"7,968,818.30","6,240,375.90",78.31,12,2,16.67,175,15,"3,120,187.95","499,230.07","25,002.04",87.77,No,"-1,728,442.40","35,659.29","416,025.06",0.17,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0077,Employee 077,Sales Officer,Feb-2026,Investments,Investments,Recurring Deposit,20,20,"626,866.01","658,238.25",105.00,80,24,30.00,73,23,"32,911.91","39,494.29","2,966.72",83.55,No,"31,372.24","9,016.96","28,619.05",0.30,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0077,Employee 077,Sales Officer,Mar-2026,CASA,Accounts,Savings Account,30,38,"1,152,570.04","1,600,959.67",138.90,190,45,23.68,124,38,"42,130.52","128,076.77","8,710.85",96.90,No,"448,389.63","12,910.97","42,130.52",0.24,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0077,Employee 077,Sales Officer,Apr-2026,Insurance,Insurance,General Insurance,9,9,"446,639.63","478,067.47",107.04,54,15,27.78,155,26,"53,118.61","66,929.45","4,884.71",90.18,No,"31,427.84","3,084.31","18,387.21",0.28,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0077,Employee 077,Sales Officer,May-2026,Investments,Investments,Mutual Fund,8,9,"1,559,489.56","1,931,311.52",123.84,27,5,18.52,86,27,"214,590.17","193,131.15","15,267.02",84.66,No,"371,821.96","22,457.11","71,530.06",0.19,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0077,Employee 077,Sales Officer,Jun-2026,Loans,Retail Lending,Home Loan,3,3,"7,805,078.09","9,080,176.23",116.34,18,3,16.67,135,19,"3,026,725.41","726,414.10","29,367.85",83.02,No,"1,275,098.15","67,260.56","477,904.01",0.17,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0078,Employee 078,Sales Officer,Jan-2026,Cards,Cards,Debit Card,31,30,"400,789.72","355,715.46",88.75,180,26,14.44,172,28,"11,857.18","14,228.62",726.49,94.83,No,"-45,074.25","2,068.11","12,704.12",0.14,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0078,Employee 078,Sales Officer,Feb-2026,Insurance,Insurance,General Insurance,11,10,"444,203.05","388,237.75",87.40,40,4,10.00,147,47,"38,823.78","54,353.29","4,027.90",79.07,No,"-55,965.30","2,641.07","8,260.38",0.10,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0078,Employee 078,Sales Officer,Mar-2026,Loans,Retail Lending,Home Loan,4,1,"9,504,530.45","3,707,009.68",39.00,6,2,33.33,149,37,"3,707,009.68","296,560.77","12,761.14",84.53,No,"-5,797,520.77","24,879.26","100,189.45",0.33,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0078,Employee 078,Sales Officer,Apr-2026,Insurance,Insurance,General Insurance,9,5,"437,170.76","282,836.55",64.70,25,7,28.00,168,17,"56,567.31","39,597.12","3,318.24",92.23,No,"-154,334.21","1,683.55","16,637.44",0.28,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0078,Employee 078,Sales Officer,May-2026,Cards,Cards,Debit Card,31,30,"338,755.48","315,802.41",93.22,90,29,32.22,150,16,"10,526.75","12,632.10","1,215.95",95.64,No,"-22,953.07","2,105.35","19,737.65",0.32,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0078,Employee 078,Sales Officer,Jun-2026,Cards,Cards,Credit Card,16,14,"886,484.79","846,925.53",95.54,42,7,16.67,151,21,"60,494.68","101,631.06","7,317.38",88.17,No,"-39,559.26","5,608.78","40,329.79",0.17,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0079,Employee 079,Sales Officer,Jan-2026,Cards,Cards,Credit Card,16,13,"789,451.06","710,392.53",89.99,52,10,19.23,157,25,"54,645.58","85,247.10","4,281.77",85.91,No,"-79,058.53","4,524.79","28,415.70",0.19,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0079,Employee 079,Sales Officer,Feb-2026,Investments,Investments,Mutual Fund,8,8,"1,712,510.04","1,861,952.71",108.73,24,4,16.67,70,24,"232,744.09","186,195.27","10,361.94",73.30,No,"149,442.67","26,599.32","77,581.36",0.17,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0079,Employee 079,Sales Officer,Mar-2026,Cards,Cards,Debit Card,34,9,"357,475.91","105,023.39",29.38,45,14,31.11,151,22,"11,669.27","4,200.94",315.01,92.14,No,"-252,452.52",695.52,"4,773.79",0.31,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0079,Employee 079,Sales Officer,Apr-2026,Cards,Cards,Debit Card,27,20,"358,527.63","282,607.24",78.82,120,41,34.17,104,32,"14,130.36","11,304.29",620.13,85.93,No,"-75,920.39","2,717.38","8,831.48",0.34,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0079,Employee 079,Sales Officer,May-2026,Loans,Retail Lending,Home Loan,4,3,"7,634,615.71","6,271,566.43",82.15,15,2,13.33,89,18,"2,090,522.14","501,725.31","44,806.65",94.46,No,"-1,363,049.28","70,467.04","348,420.36",0.13,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0079,Employee 079,Sales Officer,Jun-2026,Cards,Cards,Debit Card,28,27,"317,687.08","298,160.91",93.85,162,38,23.46,135,24,"11,043.00","11,926.44",850.95,74.04,No,"-19,526.17","2,208.60","12,423.37",0.23,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0080,Employee 080,Relationship Manager,Jan-2026,Cards,Cards,Debit Card,30,38,"306,800.73","409,724.03",133.55,152,35,23.03,114,48,"10,782.21","16,388.96","1,483.16",94.81,No,"102,923.31","3,594.07","8,535.92",0.23,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0080,Employee 080,Relationship Manager,Feb-2026,CASA,Accounts,Current Account,13,7,"2,632,858.73","1,386,008.76",52.64,21,3,14.29,117,31,"198,001.25","138,600.88","10,701.94",82.77,No,"-1,246,849.96","11,846.23","44,709.96",0.14,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0080,Employee 080,Relationship Manager,Mar-2026,Loans,Retail Lending,Home Loan,3,3,"9,163,836.96","10,183,631.45",111.13,9,1,11.11,152,35,"3,394,543.82","814,690.52","51,696.22",84.59,Yes,"1,019,794.48","66,997.58","290,960.90",0.11,Achieved
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0080,Employee 080,Relationship Manager,Apr-2026,Investments,Investments,Recurring Deposit,16,10,"745,487.32","464,797.49",62.35,60,14,23.33,109,27,"46,479.75","27,887.85","2,551.72",73.26,No,"-280,689.84","4,264.20","17,214.72",0.23,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0080,Employee 080,Relationship Manager,May-2026,Investments,Investments,Recurring Deposit,16,11,"728,482.72","581,522.73",79.83,33,7,21.21,121,42,"52,865.70","34,891.36","2,847.23",91.49,No,"-146,959.99","4,805.97","13,845.78",0.21,Below Target
India,West,Gujarat Cluster,Gujarat,GJ002,Surat Ring Road,Harsh Desai,EMP0080,Employee 080,Relationship Manager,Jun-2026,Investments,Investments,Recurring Deposit,17,14,"747,673.89","660,910.65",88.40,70,9,12.86,126,26,"47,207.90","39,654.64","2,850.72",94.30,No,"-86,763.24","5,245.32","25,419.64",0.13,Below Target
India,South,Bengaluru Cluster,Karnataka,KA001,Bengaluru MG Road,Arjun Rao,EMP0081,Employee 081,Sales Officer,Jan-2026,Cards,Cards,Credit Card,17,9,"855,119.68","507,944.95",59.40,45,7,15.56,79,48,"56,438.33","60,953.39","4,064.23",91.52,No,"-347,174.73","6,429.68","10,582.19",0.16,Below Target
